f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,label
7.22004485367829,-6.3833095282982075,1.3182817935027047,11.639527063595589,-0.08342312891191828,17.62739272329074,-4.062440871318034,-33.89751943301653,-1.3681544460539425,0.06705192525182303,-0.8363860682435917,5.111233342854478,-1.5614778787745385,13.458108705590577,1.9001835616663114,-0.32750420186897866,-3.4363912934499186,-5.526094578092232,-1.9530207726040816,0.2202742738501965,-5.71200962967449,26.588715118811727,-8.27118699877018,-9.193659552619318,1.3471478368878267,2.4883404616420433,-1.7076394848344907,-1.925748143740921,-0.18655847144234353,0.42486093750175796,24.152487918132138,12.011695422463749,12.962150214945781,-8.118441089688734,2.6124383942263645,5.453074578925813,-5.300051802075782,-0.32277732985133467,4.7346304511633335,2.751931792482264,-5.290589955732548,5.482510506690057,-2.200897871538855,2.5869641648466275,4.5480053194958385,-2.2507327979701084,8.013001242096163,-2.646659726492416,-3.494176680756241,-4.444802342528455,2
-3.058130476590487,2.5164850868410675,0.37350192850636676,-2.9655840883540434,-3.0676496247904597,-0.7889263861202696,-2.14172919165174,11.362239752950373,-3.345013342817478,-0.279075505467752,-0.17009335164218578,0.5765016853228146,1.3784302625268177,-5.437977254584485,2.3573176196043155,-0.43985315995405466,0.10146753626712202,-12.624671553461258,-4.008997733796052,0.7364581431503175,6.561387085642014,1.517608715647185,-0.7177872537921262,-9.089296310255522,2.3314255061310796,1.9052527277980469,-0.4711436411280037,-0.008416556611275853,0.1543671404056333,0.5702011531762253,-2.859257366727572,-1.2199589267499311,-15.381762192177757,0.7408246562400924,0.30773083756911435,1.5185841319368516,-0.13957212588625456,-0.6369336922157025,-9.655575798429862,0.35697180019590097,-1.4050693438764492,2.9441818858498903,5.743789625570945,-0.012886946694729673,-0.8058574930289235,1.9710058928191159,-3.6384651223211297,-1.3676976842725939,-2.2945008336808734,2.1699414733513844,1
0.9363106206782483,-1.1461696680215503,0.6586309978403695,2.9682949826051206,-3.9972898852819485,20.73349555703656,-2.4545632008475637,2.9263169190430087,-1.7971184911562934,-1.3488894712537434,0.0055313216895826155,1.7078513326323779,0.14225250440242343,11.116166436393081,-1.8094037878045253,1.357524603803363,-3.494531404340825,-14.227247432014902,8.914269169523287,0.6610962677151798,-2.5849738713105728,-0.1459721414971358,1.373498524378706,-1.9709651138915152,5.254107138278872,2.4295443504208403,0.25770842699873064,0.8850926601495805,1.0865250828952695,-0.13616219361151913,0.21775439085836526,3.7368705164017286,-1.8510370487343597,2.034745726962829,0.2776974793088929,1.9677703477392223,-1.611727021881558,-1.09175781337333,-2.852620574802744,0.2859096213491555,1.0250201726448749,3.1877676739098395,-5.06615067855101,0.4615168317988001,-1.7567173676100665,2.1916810131969005,4.314104159063346,-1.8350782472656635,3.2281803063156405,3.470707930363635,2
6.32627633345836,-2.488856911627509,3.569946363021119,1.194813330277444,-1.625847019746186,26.86629799079501,-2.6531668658502836,-5.280820796339862,-4.135500598224902,-2.1822038205497036,-1.6681294861490024,2.622790380971557,-5.198015560538952,3.204706526708772,0.7230909983774039,-1.0582999334211753,-3.672735697663784,-21.858412612280542,0.2718844646056249,0.037701350578687856,-16.36608257975869,-0.6444882436091073,-4.369444999195363,-26.328079092239985,-0.10684944594986812,1.8677237985746624,1.4686102763540276,-0.7517913016997408,-1.1859446270198295,-0.0695766952432002,22.26762184596621,9.104108896921497,8.517980822591259,4.119207693643033,1.3501704493591147,7.460867256057891,-1.1404495433701527,-2.450647633088249,7.824515650969311,0.8844749854591276,0.5691981557448496,5.9102405342844335,-3.573313219950049,2.6005826226583375,-0.48496236722163255,-5.666377904466455,1.1705969457947198,-4.763293944178926,-2.84191619053726,-2.5069541985009636,2
4.428726999490282,-5.9924901808354525,2.8489300936890545,0.6690149395490659,-2.591424816410314,-0.3787211338022771,0.09587694660344326,-10.616457699865089,-2.1436712234675914,0.6494140621872314,0.6551502957122518,-2.48853903640305,2.268340814690363,-5.500070338119206,2.7942544522757777,0.03270347068973153,1.1491295913467372,6.675019930341664,3.2764037420610945,-2.0218335460148493,3.238834308461649,-7.376793731257448,-1.7528429761914313,18.231263713261963,5.043726959206616,-1.9933635078182839,0.39309854252576115,-0.09727776641063812,-0.6523643989734016,-0.8093155789461796,-19.17669596429324,0.5199369949933299,10.21714818047496,-1.3202805350900397,-1.8601587516142524,-6.502839810878299,-1.522748551392608,-0.7237418603323081,0.8336660592429367,0.31177755426233217,3.273442450629985,-2.0633102298998782,3.568694071016556,0.3017903247119036,1.292178792548953,1.721817980036377,3.2013411971304446,-2.3040170703055356,-0.6248305984898264,-3.0628710610066374,0
-4.0155993880396,6.998979598516668,-1.5428714491460287,-7.939066745350826,-4.568120238393234,-14.973829056123824,-5.93108219278243,30.457715480193627,-1.2573685635221206,2.4219664681972106,0.8194143912564348,-7.213542269639255,4.436673910347327,-5.2882002660341385,5.72599477349917,0.25001031707829763,-2.5552643835310938,-29.388541780307325,3.0086123092089556,0.8364274313803325,4.1536464240010815,11.36850670163916,1.9547091875265203,3.9906373864685354,-0.12824952265457656,-4.07898645192985,-0.6347203206976842,-0.35415494826805544,-0.8493700320335538,0.4564236437413537,-20.64488864219072,-2.2800450273813597,-4.017650963161596,-2.2412576211790904,5.974198623887776,2.362059242790332,2.833523643116666,-0.37033676474377947,3.896097734233175,-0.38417215049672404,-0.19563609675702365,2.5236981822580162,-4.929185839807686,-1.3149063794013167,0.9900681226534935,2.896506006827176,-3.529595700781674,2.301215637824864,8.188519701632654,5.217110626901961,2
2.4203167760300897,-7.249533504143802,1.260148623864794,2.7830250165165022,1.561967143010889,8.488007106712516,-1.5655326621427563,-9.516870205601638,-0.4525637034776908,-0.083471206320324,-0.6347549782147339,-4.111369007905533,6.885798627841743,10.893086767007363,-3.8549775666850206,0.8243225049333621,-6.526281463177424,-19.16255729159996,-2.0033314625823753,-0.38659946282670143,-19.635742019397963,-19.81659906666637,0.6815301999503918,-8.80303052627002,-0.09801496365450424,5.113589680182596,0.36791028695526434,-0.9122060756856063,-0.7891997496838806,-0.5404389659533674,17.01621892487287,5.654872647948502,4.842990966900692,4.779077952697728,0.38565458667270147,1.4888874314032492,8.371144100383944,1.186983700646298,-3.4054020524179047,-1.362271243059648,0.5212145396041858,-2.3174116978829655,-2.424052187637156,-5.3265135046255905,-4.488175110969494,0.5773719078585762,0.3338049997467043,0.5230982036160852,-8.122742056163881,0.8797191783101894,1
-0.16658075567318908,5.861357836416449,1.4212451390960519,-7.7954654727718555,-1.0702934007119804,-18.498077022878725,-0.4188788912340422,14.537670919842762,2.0322989530420243,-0.3559017864140329,1.9553467907119073,-3.2437593685214723,3.3022844665548003,-5.919595400558913,1.8503809389896033,-1.292067267692141,-5.609052052144226,-18.81526314771293,-0.7315344653335949,-1.1798027421916557,-17.627861309986155,-14.549218690325795,-1.2890079695729662,-5.42234878768083,-1.3522509819831887,7.027245335402337,-1.111808995231767,0.010713580084751529,0.15348303230381483,0.09001449218732649,-5.778754548482946,2.5591239334852136,10.083295459678078,5.163973316250239,-1.0222145404162437,1.3879164465667064,0.593249445362102,-0.7543003021488698,15.443710580843245,0.33979134491575236,2.1608722833734366,-5.323968680968282,-5.777500201425246,-5.525292490893412,2.549268012217079,-2.3735833015260916,-4.7246916625684525,3.372261785745743,-3.4991803392590692,-0.35756883544810814,1
-7.17365432922373,-1.3449677358961383,1.167536299470298,7.5042947022846,-2.2683870731858997,-18.426794473394867,1.7383736388384219,-2.2312278092473012,-3.020016796998182,-0.11763454714628648,1.2333433170593373,5.771268556483303,-0.17250140842399952,-1.1539188998660852,3.15034164863314,-0.48552517664137007,1.7187461661982026,29.67859246760317,-2.0473423579213312,-0.773490592015175,6.420723937473284,17.558627954100707,-5.564273326142674,-5.528712670970891,3.8342214251569975,4.049038411639926,1.472117520279881,0.6244926407034131,-0.9432776430446856,1.1286027272826693,5.702096506637208,-3.2638884788509337,2.1469547692542936,-0.15962397592847255,0.7782414787926335,-2.94758120530586,-2.064767874539351,0.6005835389634003,-6.69978774734978,-0.8008838481901926,-2.8644605856228393,-3.0837297813653644,4.6404374574214895,-0.23874341871835725,6.094460713077944,-2.063672770721685,6.079366721616832,-7.998373645602328,0.6992832416402441,-11.049988770331709,2
-4.180535944992894,0.591828414803806,0.008380685288102985,2.767143477087694,1.360552988797476,2.6204854731001164,5.340582698952199,-3.958249244181791,0.38988240171429966,0.9377577299264341,0.8539270618165427,-4.706885418763948,-3.837286557463724,10.326170289992572,5.401793104467243,-0.5030738203186818,-1.4814869621949565,13.656884549120067,6.21079916783526,-1.1260817104128393,-23.21680922546178,4.5133107382843765,-1.5886708301553805,0.5161959743164386,-2.094575870540754,-1.951087744867971,-0.3796908916642469,-0.33000061405576625,0.002126778748446137,0.000648527104857823,8.971880112823001,4.225738060816366,0.06602305544038999,-6.330090421276335,3.108043724074885,1.7854108260359485,0.49265256558776005,0.2000136328263321,16.590062213601588,0.5932875250636326,0.6965675118378358,1.4606791546983628,-4.371491307702007,-0.9856251453114484,-3.8253438447309818,-4.608515967174029,6.4845648945636825,0.47364662580863826,2.149539763359736,-3.1942954862095805,0
